,path,audio,values,target
98,./data/audios/laugh/laugh_1.m4a_31.wav,"[-0.00484446  0.02389284  0.0482032  ... -0.0081341  -0.01413958
  0.00681341]",./data/audios/save_np/laugh_1.m4a_31.wav.npy,1
99,./data/audios/silence/silence.wav_16.wav,"[ 0.4126677   0.8149199   0.70425963 ... -0.41648948 -0.3808209
 -0.41582853]",./data/audios/save_np/silence.wav_16.wav.npy,3
100,./data/audios/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1431882032820-1.7-m-04-hu.wav,"[ 1.1827940e-06 -1.6162167e-06  2.3713171e-06 ...  3.4906399e-01
 -2.3867940e-03  0.0000000e+00]",./data/audios/save_np/d6cda191-4962-4308-9a36-46d5648a95ed-1431882032820-1.7-m-04-hu.wav.npy,0
101,./data/audios/noise/3-203373-A.wav,"[-0.00019288  0.00254407  0.00063327 ...  0.          0.
  0.        ]",./data/audios/save_np/3-203373-A.wav.npy,2
102,./data/audios/silence/silence.wav_64.wav,[0.26800254 0.5098207  0.41103455 ... 0.11132898 0.09201925 0.10448261],./data/audios/save_np/silence.wav_64.wav.npy,3
103,./data/audios/noise/1-100032-A.wav,[0. 0. 0. ... 0. 0. 0.],./data/audios/save_np/1-100032-A.wav.npy,2
104,./data/audios/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav,"[ 3.0286308e-06 -3.9896895e-06  6.0735806e-06 ...  7.9779950e-04
 -8.6746439e-03  0.0000000e+00]",./data/audios/save_np/d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav.npy,0
105,./data/audios/noise/1-48298-A.wav,"[ 0.01340234 -0.00583255 -0.0148272  ... -0.01068317  0.00321947
  0.        ]",./data/audios/save_np/1-48298-A.wav.npy,2
106,./data/audios/hungry/4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,"[ 0.00098881 -0.00488953 -0.00956742 ...  0.00035805  0.00402945
 -0.00098821]",./data/audios/save_np/4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav.npy,0
107,./data/audios/noise/1-34094-B.wav,"[ 5.8994565e-02  6.8913884e-02  2.2743568e-02 ...  1.8348434e-05
 -2.5579378e-05  0.0000000e+00]",./data/audios/save_np/1-34094-B.wav.npy,2
108,./data/audios/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,"[-1.5591639e-06  1.4286775e-05  3.7551446e-05 ... -9.4728667e-04
  1.0986864e-02  0.0000000e+00]",./data/audios/save_np/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav.npy,0
109,./data/audios/silence/silence.wav_80.wav,"[ 0.05987329  0.10489058  0.0782363  ...  0.00056565 -0.02931198
 -0.01767232]",./data/audios/save_np/silence.wav_80.wav.npy,3
110,./data/audios/hungry/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav,"[-1.0046929e-04 -3.4135304e-05  1.9798532e-05 ... -1.2014146e-02
 -7.5919549e-03  1.3417523e-02]",./data/audios/save_np/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav.npy,0
111,./data/audios/laugh/laugh_1.m4a_24.wav,"[-0.02219865 -0.01619953  0.00988172 ... -0.01067114 -0.00647692
 -0.00816699]",./data/audios/save_np/laugh_1.m4a_24.wav.npy,1
112,./data/audios/cry/margot.m4a_10.wav,"[ 0.04295211  0.09673     0.09921649 ...  0.37303942  0.20858768
 -0.1308853 ]",./data/audios/save_np/margot.m4a_10.wav.npy,0
113,./data/audios/hungry/AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279454-1.0-m-26-hu.wav,"[ 0.00081286  0.00328533  0.00091043 ... -0.00028289 -0.00517994
  0.00790517]",./data/audios/save_np/AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279454-1.0-m-26-hu.wav.npy,0
114,./data/audios/hungry/8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856382717-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -9.9969171e-03
 -1.7805155e-02  0.0000000e+00]",./data/audios/save_np/8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856382717-1.7-m-04-hu.wav.npy,0
115,./data/audios/noise/1-32318-A.wav,"[-2.2982057e-04  1.1562623e-04  1.3386958e-03 ...  3.2360458e-06
 -4.0229918e-07  0.0000000e+00]",./data/audios/save_np/1-32318-A.wav.npy,2
116,./data/audios/hungry/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486941311-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  8.3759613e-02
  5.4002319e-02  2.3718633e-02]",./data/audios/save_np/7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486941311-1.7-m-04-hu.wav.npy,0
117,./data/audios/hungry/f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  4.1411679e-02
  6.2886946e-02  0.0000000e+00]",./data/audios/save_np/f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav.npy,0
118,./data/audios/cry/V_2017-04-01+08_06_22=0_30.mp3_0.wav,[0.         0.         0.         ... 0.00508295 0.10098586 0.03090588],./data/audios/save_np/V_2017-04-01+08_06_22=0_30.mp3_0.wav.npy,0
119,./data/audios/hungry/cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884444242-1.7-m-48-hu.wav,"[ 5.2816790e-07 -4.1030287e-07  2.4398139e-07 ...  3.6679757e-01
  3.3768129e-01  0.0000000e+00]",./data/audios/save_np/cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884444242-1.7-m-48-hu.wav.npy,0
120,./data/audios/hungry/2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav,"[-1.4031541e-06  1.3913342e-05  3.8239232e-05 ... -4.3762363e-03
 -8.8746013e-04  0.0000000e+00]",./data/audios/save_np/2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav.npy,0
121,./data/audios/silence/silence.wav_31.wav,[0.1335371  0.25716838 0.22254945 ... 0.0196176  0.01720522 0.02370725],./data/audios/save_np/silence.wav_31.wav.npy,3
122,./data/audios/hungry/67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu.wav,"[-0.00073581 -0.0051666  -0.00567495 ... -0.02710753 -0.05912113
 -0.08634152]",./data/audios/save_np/67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu.wav.npy,0
123,./data/audios/silence/silence.wav_9.wav,"[ 0.14611334  0.28553292  0.26549208 ... -0.65344125 -0.59754014
 -0.6413147 ]",./data/audios/save_np/silence.wav_9.wav.npy,3
124,./data/audios/hungry/cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884406827-1.7-m-48-hu.wav,"[-1.8783398e-06  1.4733630e-05  3.6900146e-05 ...  3.2244321e-02
  3.6078582e-03  0.0000000e+00]",./data/audios/save_np/cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884406827-1.7-m-48-hu.wav.npy,0
125,./data/audios/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.2135973e-04
  6.0477407e-05  0.0000000e+00]",./data/audios/save_np/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav.npy,0
126,./data/audios/hungry/86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036593222-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  2.0563124e-02
 -2.5826052e-02  0.0000000e+00]",./data/audios/save_np/86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036593222-1.7-f-26-hu.wav.npy,0
127,./data/audios/noise/4-165813-A.wav,"[-0.0001484  -0.00034332 -0.00024644 ... -0.00018384 -0.00018514
  0.        ]",./data/audios/save_np/4-165813-A.wav.npy,2
128,./data/audios/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,"[ 0.0010187  -0.01638293  0.02197484 ...  0.06121682 -0.1104161
 -0.19579114]",./data/audios/save_np/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav.npy,0
129,./data/audios/noise/3-146697-A.wav,"[-2.3867607e-02 -4.3686453e-02 -4.6513498e-02 ...  4.1629580e-09
 -4.5727275e-09  0.0000000e+00]",./data/audios/save_np/3-146697-A.wav.npy,2
130,./data/audios/cry/margot.m4a_17.wav,"[-0.23764001 -0.13437887  0.38575768 ... -0.16095781  0.13597903
  0.31767166]",./data/audios/save_np/margot.m4a_17.wav.npy,0
131,./data/audios/hungry/D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav,"[-0.00050316  0.01018693  0.02545646 ...  0.01996359 -0.00606479
 -0.02126741]",./data/audios/save_np/D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav.npy,0
132,./data/audios/hungry/31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.7021777e-05
 -6.9868409e-05  0.0000000e+00]",./data/audios/save_np/31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav.npy,0
133,./data/audios/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735157938-1.7-f-72-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -5.5680526e-03
  2.3569262e-02  0.0000000e+00]",./data/audios/save_np/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735157938-1.7-f-72-hu.wav.npy,0
134,./data/audios/noise/1-79113-A.wav,[0.00415855 0.00842773 0.00667167 ... 0.         0.         0.        ],./data/audios/save_np/1-79113-A.wav.npy,2
135,./data/audios/hungry/719bb382-a592-46b7-82d2-8b4a625263b7-1430376501744-1.7-m-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -5.3833701e-02
  1.2728270e-02  0.0000000e+00]",./data/audios/save_np/719bb382-a592-46b7-82d2-8b4a625263b7-1430376501744-1.7-m-48-hu.wav.npy,0
136,./data/audios/noise/4-187769-B.wav,"[-0.01242347 -0.02458345 -0.01852082 ...  0.00331278 -0.00144622
  0.        ]",./data/audios/save_np/4-187769-B.wav.npy,2
137,./data/audios/hungry/FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770858-1.0-f-22-hu.wav,"[ 0.00025929  0.00053241  0.00044198 ...  0.00423609 -0.00280872
 -0.00326332]",./data/audios/save_np/FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770858-1.0-f-22-hu.wav.npy,0
138,./data/audios/noise/3-151557-A.wav,"[-8.8520191e-04 -4.1255457e-03 -3.2685471e-03 ...  3.4191630e-06
  2.1186926e-05  0.0000000e+00]",./data/audios/save_np/3-151557-A.wav.npy,2
139,./data/audios/cry/margot.m4a_8.wav,"[ 1.8874948e-01  4.1391480e-01  3.0795072e-04 ...  3.2945138e-01
  3.9782960e-02 -2.6346633e-01]",./data/audios/save_np/margot.m4a_8.wav.npy,0
140,./data/audios/hungry/AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279441-1.0-m-26-hu.wav,"[-0.00072988 -0.00229568 -0.00163711 ...  0.00068528  0.00135781
 -0.00382362]",./data/audios/save_np/AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279441-1.0-m-26-hu.wav.npy,0
141,./data/audios/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,"[ 0.          0.          0.         ...  0.17983595 -0.13763997
  0.20726517]",./data/audios/save_np/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav.npy,0
142,./data/audios/noise/3-203371-A.wav,"[-0.00648918 -0.01810748 -0.02293983 ...  0.          0.
  0.        ]",./data/audios/save_np/3-203371-A.wav.npy,2
143,./data/audios/hungry/a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016745385-1.7-m-04-hu.wav,"[-1.8234463e-06  1.4670561e-05  3.6970461e-05 ...  1.0833767e-01
  1.5355158e-01  0.0000000e+00]",./data/audios/save_np/a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016745385-1.7-m-04-hu.wav.npy,0
144,./data/audios/hungry/35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,"[ 0.          0.          0.         ... -0.08686525 -0.18817045
 -0.0346818 ]",./data/audios/save_np/35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav.npy,0
145,./data/audios/hungry/F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,"[ 0.00178487  0.0012482   0.00099895 ... -0.13281967  0.06520578
  0.04308385]",./data/audios/save_np/F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav.npy,0
146,./data/audios/silence/silence.wav_60.wav,"[ 3.2210622e-02  3.9714996e-02 -8.8441913e-05 ... -2.5255136e-02
 -2.9204771e-02 -3.7180614e-02]",./data/audios/save_np/silence.wav_60.wav.npy,3
147,./data/audios/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860011-1.1-f-26-hu.wav,"[-0.0001029   0.0062455  -0.04003427 ...  0.01364953 -0.01071486
 -0.00825846]",./data/audios/save_np/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860011-1.1-f-26-hu.wav.npy,0
148,./data/audios/laugh/laugh_1.m4a_60.wav,"[ 0.02132392  0.03022584 -0.01726592 ...  0.00478324  0.01179689
  0.00702599]",./data/audios/save_np/laugh_1.m4a_60.wav.npy,1
149,./data/audios/silence/silence.wav_102.wav,"[-0.04035137 -0.08668659 -0.08202656 ... -0.21846257 -0.2364724
 -0.31084308]",./data/audios/save_np/silence.wav_102.wav.npy,3
150,./data/audios/noise/2-70938-A.wav,"[-0.00786544 -0.04187863 -0.06951924 ...  0.          0.
  0.        ]",./data/audios/save_np/2-70938-A.wav.npy,2
151,./data/audios/cry/Louise_01.m4a_5.wav,"[ 0.00026358  0.0006037   0.00075421 ...  0.02516647 -0.07196372
  0.00971533]",./data/audios/save_np/Louise_01.m4a_5.wav.npy,0
152,./data/audios/laugh/laugh_1.m4a_40.wav,"[-0.01767508  0.01563739  0.02004801 ...  0.00154158  0.00478802
  0.0118647 ]",./data/audios/save_np/laugh_1.m4a_40.wav.npy,1
153,./data/audios/hungry/c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430066825817-1.7-m-72-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -2.0768700e-04
  8.4409308e-05  0.0000000e+00]",./data/audios/save_np/c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430066825817-1.7-m-72-hu.wav.npy,0
154,./data/audios/hungry/F4A65A98-ADEE-49C4-9B45-65A8429DF170-1430232330-1.0-m-72-hu.wav,"[-0.04067268  0.05736825 -0.04608354 ... -0.01315735 -0.01449318
  0.0088477 ]",./data/audios/save_np/F4A65A98-ADEE-49C4-9B45-65A8429DF170-1430232330-1.0-m-72-hu.wav.npy,0
155,./data/audios/cry/Louise_01.m4a_13.wav,"[ 0.00430571  0.00343048 -0.00458944 ... -0.02304779 -0.00339189
  0.0142806 ]",./data/audios/save_np/Louise_01.m4a_13.wav.npy,0
156,./data/audios/hungry/C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,"[ 1.2850678e-04  6.3287895e-05  1.0465920e-03 ... -1.8984487e-03
 -5.9691811e-04 -4.2780349e-04]",./data/audios/save_np/C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav.npy,0
157,./data/audios/laugh/laugh_1.m4a_11.wav,"[-6.8479880e-05  1.4458249e-04 -4.4996725e-04 ...  2.0614669e-02
 -7.1685398e-03 -1.1251799e-03]",./data/audios/save_np/laugh_1.m4a_11.wav.npy,1
158,./data/audios/cry/Louise_01.m4a_11.wav,"[-0.00391243 -0.02573237 -0.04413594 ...  0.08174669  0.05114471
 -0.0312449 ]",./data/audios/save_np/Louise_01.m4a_11.wav.npy,0
159,./data/audios/hungry/ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  3.0961531e-04
  2.6021374e-03  0.0000000e+00]",./data/audios/save_np/ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav.npy,0
160,./data/audios/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.0602447e-01
  7.3414102e-02  0.0000000e+00]",./data/audios/save_np/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav.npy,0
161,./data/audios/noise/1-21421-A.wav,"[ 0.1502787   0.24600287  0.2628421  ... -0.08024765 -0.00742492
  0.        ]",./data/audios/save_np/1-21421-A.wav.npy,2
162,./data/audios/silence/silence.wav_86.wav,"[ 4.7202291e-05 -7.8125475e-03 -1.3655145e-02 ... -4.7049779e-02
 -4.1781314e-02 -3.4535475e-02]",./data/audios/save_np/silence.wav_86.wav.npy,3
163,./data/audios/cry/V_2017-04-01+08_06_22=0_30.mp3_11.wav,"[-0.14495356 -0.2796739   0.19977537 ... -0.00154964  0.00170018
  0.00446774]",./data/audios/save_np/V_2017-04-01+08_06_22=0_30.mp3_11.wav.npy,0
164,./data/audios/laugh/laugh_1.m4a_13.wav,"[ 0.04060747  0.07773757  0.00623417 ...  0.00779786 -0.0059334
 -0.01314895]",./data/audios/save_np/laugh_1.m4a_13.wav.npy,1
165,./data/audios/laugh/laugh_1.m4a_14.wav,"[ 0.00561389  0.00354611 -0.00033826 ... -0.04247292 -0.09957953
 -0.21036251]",./data/audios/save_np/laugh_1.m4a_14.wav.npy,1
166,./data/audios/hungry/6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav,"[-7.8023202e-04 -3.3346601e-03  2.4010791e-05 ... -1.0115820e-03
 -7.1334082e-04 -7.3387806e-04]",./data/audios/save_np/6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370257-1.1-m-04-hu.wav.npy,0
167,./data/audios/silence/silence.wav_103.wav,"[ 0.4041897   0.7828099   0.6599177  ... -0.35256028 -0.33386898
 -0.36983338]",./data/audios/save_np/silence.wav_103.wav.npy,3
168,./data/audios/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,"[ 1.54890870e-06 -1.92183575e-06  2.57619172e-06 ...  1.07689404e-04
 -1.51495927e-03  0.00000000e+00]",./data/audios/save_np/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav.npy,0
169,./data/audios/hungry/F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055800-1.0-m-26-hu.wav,"[ 0.00031779 -0.00852554 -0.00305356 ...  0.04526721  0.05872403
  0.05512353]",./data/audios/save_np/F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055800-1.0-m-26-hu.wav.npy,0
170,./data/audios/silence/silence.wav_30.wav,"[-0.04699058 -0.09335979 -0.07475354 ... -0.10463626 -0.09024239
 -0.10079251]",./data/audios/save_np/silence.wav_30.wav.npy,3
171,./data/audios/silence/silence.wav_100.wav,[0.09386263 0.19324145 0.17416635 ... 0.5001138  0.48143628 0.5507304 ],./data/audios/save_np/silence.wav_100.wav.npy,3
172,./data/audios/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -9.5141418e-02
  2.4278957e-02  0.0000000e+00]",./data/audios/save_np/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav.npy,0
173,./data/audios/hungry/8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.4418860e-03
  9.7261468e-04  0.0000000e+00]",./data/audios/save_np/8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav.npy,0
174,./data/audios/hungry/2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,"[ 0.          0.          0.         ... -0.11344288 -0.08716097
 -0.03996232]",./data/audios/save_np/2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav.npy,0
175,./data/audios/laugh/laugh_1.m4a_23.wav,"[-0.00671402 -0.0151141  -0.00877166 ...  0.00055709  0.00299599
  0.00695006]",./data/audios/save_np/laugh_1.m4a_23.wav.npy,1
176,./data/audios/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav,"[ 0.00077397 -0.00407669 -0.01195061 ... -0.13183002 -0.14997421
 -0.07664126]",./data/audios/save_np/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav.npy,0
177,./data/audios/hungry/999bf14b-e417-4b44-b746-9253f81efe38-1430844940177-1.7-m-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.8275344e-04
  9.7722351e-04  1.6733989e-03]",./data/audios/save_np/999bf14b-e417-4b44-b746-9253f81efe38-1430844940177-1.7-m-04-hu.wav.npy,0
178,./data/audios/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477691332-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -5.3402822e-02
  2.9627222e-03  0.0000000e+00]",./data/audios/save_np/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477691332-1.7-f-26-hu.wav.npy,0
179,./data/audios/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -1.7982444e-03
  4.2485707e-03  0.0000000e+00]",./data/audios/save_np/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav.npy,0
180,./data/audios/noise/2-69131-A.wav,"[-8.8472264e-03 -1.1320297e-03  1.8073607e-02 ... -1.1543955e-06
 -1.0945705e-05 -2.5341657e-05]",./data/audios/save_np/2-69131-A.wav.npy,2
181,./data/audios/hungry/2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,"[-0.00012937 -0.00973138 -0.01956754 ... -0.00205931  0.00499634
  0.0184653 ]",./data/audios/save_np/2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav.npy,0
182,./data/audios/hungry/5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.9069140e-01
 -2.9759592e-01  0.0000000e+00]",./data/audios/save_np/5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav.npy,0
183,./data/audios/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1428333797380-1.5-f-26-hu.wav,"[ 9.1380125e-06  2.7695458e-05  3.5916451e-05 ...  2.3641861e-04
 -1.6398845e-03  0.0000000e+00]",./data/audios/save_np/d6cda191-4962-4308-9a36-46d5648a95ed-1428333797380-1.5-f-26-hu.wav.npy,0
184,./data/audios/hungry/2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  6.4820901e-04
  4.6962008e-04  0.0000000e+00]",./data/audios/save_np/2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav.npy,0
185,./data/audios/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav,"[ 7.7949417e-06  2.9045481e-05  3.4687644e-05 ...  3.0388283e-03
 -5.1965415e-02  0.0000000e+00]",./data/audios/save_np/8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav.npy,0
186,./data/audios/laugh/laugh_1.m4a_12.wav,[0.00230257 0.00377747 0.00148494 ... 0.07340343 0.0670857  0.01772376],./data/audios/save_np/laugh_1.m4a_12.wav.npy,1
187,./data/audios/cry/Louise_01.m4a_10.wav,"[ 0.06838274 -0.05742212 -0.09994803 ... -0.0031467   0.00322146
  0.00051512]",./data/audios/save_np/Louise_01.m4a_10.wav.npy,0
188,./data/audios/hungry/39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ...  1.3430760e-03
 -9.3189483e-05  0.0000000e+00]",./data/audios/save_np/39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav.npy,0
189,./data/audios/hungry/e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,"[ 6.7887854e-06  3.0299334e-05  3.3105491e-05 ... -6.6012569e-04
 -1.1764880e-03  0.0000000e+00]",./data/audios/save_np/e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav.npy,0
190,./data/audios/hungry/F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav,"[ 0.01429755 -0.01225925  0.10260484 ...  0.03990767  0.08318286
  0.01158687]",./data/audios/save_np/F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav.npy,0
191,./data/audios/hungry/DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav,"[-0.00078078 -0.00055903  0.00049025 ...  0.00386202  0.00175475
  0.00087913]",./data/audios/save_np/DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav.npy,0
192,./data/audios/hungry/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430108024-1.0-m-26-hu.wav,"[ 0.          0.          0.         ...  0.0456442   0.03947805
 -0.04632599]",./data/audios/save_np/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430108024-1.0-m-26-hu.wav.npy,0
193,./data/audios/hungry/4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583470764-1.7-f-26-hu.wav,"[ 1.5207868e-06 -1.8924203e-06  2.5469856e-06 ... -6.8532422e-02
  6.6258393e-02  0.0000000e+00]",./data/audios/save_np/4cefc13c-e7c0-4b5a-bddb-c40c103e640a-1431583470764-1.7-f-26-hu.wav.npy,0
194,./data/audios/silence/silence.wav_20.wav,"[-0.14778472 -0.29325593 -0.26953214 ... -0.3204299  -0.27348015
 -0.3088067 ]",./data/audios/save_np/silence.wav_20.wav.npy,3
